"code","id","gcode","time","dtime","cycle","ens","lev","hs","hx","cx","hs_sw8","hs_sw2","hs_sea","hs_sea8","dp","dpm","dpm_sw8","dpm_sw2","dpm_sea","dpm_sea8","tp","tp_sw2","tp_sw8","tp_sea","tp_sea8","tm","tm_sw1","tm_sw2","tm_sea","tm_sea8","wsp","gst","wd","csp0","cd0","ss","sst","etmax","hs_ig","hs_fig","vis","tsp","swe","swe_sw","swe_sw2","swe_sea","hs_sw1","tp_sw1","dpm_sw1","swe_sw1","tmp","rh","cld","el","precip","cb","wsp50","wd50","wsp80","wd80","wsp100","wd100","row_id","tm01","tm02"
"example_0_0_0_735640.541667","example",0,"2015-02-10 13:00:00",735640.541667,"2015-01-28 12:00:00",0,0,1.12456,,,,,0.582601,,,238.97,,,251.757,,13.4568,,,4.1756,,,,,,,6.24282,7.62511,57.5569,,,,,2.81914,,,,0,,,,,0.938848,13.437,240.681,,20.0759,90.77,98.5482,,0.148488,793.933,,,7.25878,54.4322,7.39676,53.7811,80853299,,
"example_0_0_0_735640.583333","example",0,"2015-02-10 14:00:00",735640.583333,"2015-01-28 12:00:00",0,0,1.12801,,,,,0.581435,,,238.7,,,251.724,,13.9052,,,4.1756,,,,,,,6.10096,7.44534,60.4171,,,,,2.89614,,,,0,,,,,0.944106,13.8874,240.526,,20.0434,90.7649,98.6802,,0.148487,813.547,,,7.03531,57.3716,7.16249,56.7004,80853300,,
"example_0_0_0_735640.625000","example",0,"2015-02-10 15:00:00",735640.625,"2015-01-28 12:00:00",0,0,1.13146,,,,,0.580268,,,238.431,,,251.691,,14.3537,,,4.1756,,,,,,,5.975,7.28598,63.4056,,,,,2.88418,,,,0,,,,,0.949363,14.3378,240.371,,20.0109,90.7599,98.8122,,0.148488,833.212,,,6.83153,60.4949,6.94804,59.8085,80853301,,
"example_0_0_0_735640.666667","example",0,"2015-02-10 16:00:00",735640.666667,"2015-01-28 12:00:00",0,0,1.13155,,,,,0.579102,,,238.318,,,251.699,,14.248,,,4.1756,,,,,,,5.86596,7.14823,66.514,,,,,2.6864,,,,0,,,,,0.950668,14.2121,240.515,,19.9784,90.7548,98.9442,,0.148489,852.925,,,6.64926,63.7999,6.7553,63.1042,80853302,,
"example_0_0_0_735640.708333","example",0,"2015-02-10 17:00:00",735640.708333,"2015-01-28 12:00:00",0,0,1.13164,,,,,0.577935,,,238.206,,,251.707,,14.1422,,,4.1756,,,,,,,5.77482,7.03321,69.7303,,,,,2.29529,,,,0,,,,,0.951973,14.0863,240.659,,19.9459,90.7498,99.0761,,0.148485,872.687,,,6.49031,67.2788,6.58618,66.5811,80853303,,
"example_0_0_0_735640.750000","example",0,"2015-02-10 18:00:00",735640.75,"2015-01-28 12:00:00",0,0,1.13173,,,,,0.576769,,,238.093,,,251.715,,14.0365,,,4.1756,,,,,,,5.70242,6.94194,73.0389,,,,,1.81124,,,,0,,,,,0.953278,13.9606,240.803,,19.9134,90.7447,99.2081,,0.148489,892.498,,,6.35643,70.9182,6.44253,70.2271,80853304,,
"example_0_0_0_735640.791667","example",0,"2015-02-10 19:00:00",735640.791667,"2015-01-28 12:00:00",0,0,1.13169,,,,,0.580075,,,237.858,,,251.738,,13.8911,,,4.17346,,,,,,,5.64948,6.87525,76.421,,,,,1.35649,,,,0,,,,,0.952066,13.8384,240.597,,19.8809,90.7396,99.3401,,0.148487,912.359,,,6.24924,74.6981,6.32608,74.0231,80853305,,
"example_0_0_0_735640.833333","example",0,"2015-02-10 20:00:00",735640.833333,"2015-01-28 12:00:00",0,0,1.13166,,,,,0.583382,,,237.623,,,251.761,,13.7458,,,4.17132,,,,,,,5.61656,6.8338,79.8548,,,,,1.0459,,,,0,,,,,0.950854,13.7162,240.392,,19.8484,90.7346,99.4721,,0.148489,932.27,,,6.17012,78.5923,6.23837,77.9435,80853306,,
"example_0_0_0_735640.875000","example",0,"2015-02-10 21:00:00",735640.875,"2015-01-28 12:00:00",0,0,1.13163,,,,,0.586688,,,237.388,,,251.784,,13.6005,,,4.16918,,,,,,,5.60401,6.818,83.3165,,,,,1.09688,,,,0,,,,,0.949642,13.5941,240.187,,19.8159,90.7295,99.6041,,0.148487,952.232,,,6.12017,82.5689,6.18062,81.9565,80853307,,
"example_0_0_0_735640.916667","example",0,"2015-02-10 22:00:00",735640.916667,"2015-01-28 12:00:00",0,0,1.12723,,,,,0.585715,,,237.855,,,251.773,,13.5417,,,4.16802,,,,,,,5.61196,6.82801,86.7811,,,,,1.45056,,,,0,,,,,0.947273,13.5353,240.344,,19.7833,90.7245,99.736,,0.148487,972.245,,,6.10009,86.5912,6.15367,86.0247,80853308,,
"example_0_0_0_735640.958333","example",0,"2015-02-10 23:00:00",735640.958333,"2015-01-28 12:00:00",0,0,1.12284,,,,,0.584741,,,238.321,,,251.762,,13.483,,,4.16685,,,,,,,5.64033,6.86373,90.2233,,,,,1.92838,,,,0,,,,,0.944905,13.4766,240.5,,19.7508,90.7194,99.868,,0.148489,992.307,,,6.11019,90.62,6.15792,90.108,80853309,,
"example_0_0_0_735641.000000","example",0,"2015-02-11 00:00:00",735641,"2015-01-28 12:00:00",0,0,1.11844,,,,,0.583768,,,238.788,,,251.751,,13.4243,,,4.16568,,,,,,,5.68881,6.9248,93.619,,,,,2.40891,,,,0,,,,,0.942536,13.4178,240.657,,19.7183,90.7144,100,,0.148487,1012.42,,,6.15031,94.6159,6.19331,94.165,80958834,,
"example_0_0_0_735641.041667","example",0,"2015-02-11 01:00:00",735641.041667,"2015-01-28 12:00:00",0,0,1.11601,,,,,0.583768,,,238.697,,,251.705,,13.3479,,,4.16346,,,,,,,4.79799,5.80837,95.1334,,,,,2.77054,,,,0,,,,,0.938048,13.3415,240.516,,19.7594,90.8409,99.0428,,-0.788662,973,,,5.15404,96.4924,5.18483,95.9892,80958835,,
"example_0_0_0_735641.083333","example",0,"2015-02-11 02:00:00",735641.083333,"2015-01-28 12:00:00",0,0,1.11359,,,,,0.583768,,,238.607,,,251.659,,13.2716,,,4.16124,,,,,,,3.91203,4.70986,97.3359,,,,,2.92319,,,,0,,,,,0.93356,13.2652,240.374,,19.8004,90.9674,98.0856,,-0.788664,933.738,,,4.16593,99.2635,4.18414,98.69,80958836,,
"example_0_0_0_735641.125000","example",0,"2015-02-11 03:00:00",735641.125,"2015-01-28 12:00:00",0,0,1.11117,,,,,0.583768,,,238.517,,,251.613,,13.1952,,,4.15902,,,,,,,3.03523,3.63428,100.819,,,,,2.9249,,,,0,,,,,0.929072,13.1889,240.233,,19.8416,91.0939,97.1285,,-0.788663,894.629,,,3.19358,103.738,3.19855,103.071,80958837,,
"example_0_0_0_735641.166667","example",0,"2015-02-11 04:00:00",735641.166667,"2015-01-28 12:00:00",0,0,1.10774,,,,,0.583768,,,238.401,,,251.591,,13.0773,,,4.15902,,,,,,,2.17866,2.59465,107.081,,,,,2.81232,,,,0,,,,,0.924497,13.071,240.35,,19.8826,91.2205,96.1713,,-0.788661,855.674,,,2.25746,112.017,2.24801,111.244,80958838,,
"example_0_0_0_735641.208333","example",0,"2015-02-11 05:00:00",735641.208333,"2015-01-28 12:00:00",0,0,1.10432,,,,,0.583768,,,238.284,,,251.568,,12.9594,,,4.15902,,,,,,,1.38049,1.63582,120.958,,,,,2.48447,,,,0,,,,,0.919923,12.953,240.467,,19.9237,91.347,95.2141,,-0.788664,816.873,,,1.43053,130.767,1.40555,130.119,80958839,,
"example_0_0_0_735641.250000","example",0,"2015-02-11 06:00:00",735641.25,"2015-01-28 12:00:00",0,0,1.1009,,,,,0.583768,,,238.168,,,251.546,,12.8415,,,4.15902,,,,,,,0.830809,0.981045,159.93,,,,,2.02304,,,,0,,,,,0.915348,12.8351,240.585,,19.9648,91.4735,94.2569,,-0.788662,778.221,,,1.02461,175.855,0.998378,176.876,80958840,,
"example_0_0_0_735641.291667","example",0,"2015-02-11 07:00:00",735641.291667,"2015-01-28 12:00:00",0,0,1.09635,,,,,0.585908,,,238.142,,,251.545,,12.7771,,,4.15566,,,,,,,1.04881,1.24019,215.808,,,,,1.54013,,,,0,,,,,0.911049,12.7708,240.384,,20.0058,91.6,93.2997,,-0.788664,739.72,,,1.45135,220.125,1.45502,221.599,80958841,,
"example_0_0_0_735641.333333","example",0,"2015-02-11 08:00:00",735641.333333,"2015-01-28 12:00:00",0,0,1.09181,,,,,0.588048,,,238.116,,,251.544,,12.7128,,,4.15231,,,,,,,1.77061,2.10327,238.665,,,,,1.15139,,,,0,,,,,0.906749,12.7065,240.184,,20.0469,91.7265,92.3426,,-0.788662,701.366,,,2.28388,238.374,2.31011,239.304,80958842,,
"example_0_0_0_735641.375000","example",0,"2015-02-11 09:00:00",735641.375,"2015-01-28 12:00:00",0,0,1.08727,,,,,0.590187,,,238.09,,,251.542,,12.6484,,,4.14896,,,,,,,2.6068,3.11291,247.657,,,,,0.969642,,,,0,,,,,0.90245,12.6421,239.983,,20.088,91.8531,91.3854,,-0.788662,663.161,,,3.22164,246.484,3.26424,247.095,80958843,,
"example_0_0_0_735641.416667","example",0,"2015-02-11 10:00:00",735641.416667,"2015-01-28 12:00:00",0,0,1.08269,,,,,0.590187,,,238.375,,,251.512,,12.6185,,,4.14682,,,,,,,3.47578,4.17325,252.223,,,,,1.21011,,,,0,,,,,0.896716,12.6123,240.101,,20.129,91.9796,90.4282,,-0.788663,625.1,,,4.19463,250.89,4.25124,251.32,80958844,,
"example_0_0_0_735641.458333","example",0,"2015-02-11 11:00:00",735641.458333,"2015-01-28 12:00:00",0,0,1.07811,,,,,0.590187,,,238.659,,,251.481,,12.5887,,,4.14468,,,,,,,4.35797,5.26131,254.952,,,,,1.61824,,,,0,,,,,0.890982,12.5824,240.219,,20.1701,92.1061,89.471,,-0.788663,587.184,,,5.18306,253.627,5.25262,253.944,80958845,,
"example_0_0_0_735641.500000","example",0,"2015-02-11 12:00:00",735641.5,"2015-01-28 12:00:00",0,0,1.07353,,,,,0.590187,,,238.944,,,251.45,,12.5588,,,4.14254,,,,,,,5.24672,6.36926,256.76,,,,,2.09094,,,,0,,,,,0.885248,12.5526,240.337,,20.2112,92.2326,88.5139,,-0.788662,549.412,,,6.17951,255.484,6.26149,255.725,80958846,,
