"code","id","gcode","time","dtime","cycle","ens","lev","hs","hx","cx","hs_sw8","hs_sw2","hs_sea","hs_sea8","dp","dpm","dpm_sw8","dpm_sw2","dpm_sea","dpm_sea8","tp","tp_sw2","tp_sw8","tp_sea","tp_sea8","tm","tm_sw1","tm_sw2","tm_sea","tm_sea8","wsp","gst","wd","csp0","cd0","ss","sst","etmax","hs_ig","hs_fig","vis","tsp","swe","swe_sw","swe_sw2","swe_sea","hs_sw1","tp_sw1","dpm_sw1","swe_sw1","tmp","rh","cld","el","precip","cb","wsp50","wd50","wsp80","wd80","wsp100","wd100","row_id","tm01","tm02"
"example_0_0_0_735628.000000","example",0,"2015-01-29 00:00:00",735628,"2015-01-28 12:00:00",0,0,1.69664,3.15575,1.74754,1.44562,,0.67656,0.888115,,246.007,246.007,,121.34,,11.7685,,11.7685,4.49714,,,,,,,6.0983,7.44198,131.198,0.088863,287.362,0.006437,20.5377,1.14835,,,6.70182,0,,,,,1.51394,11.7635,245.502,,19.3113,90.1429,0,,0,,6.59854,131.19,6.69906,131.081,6.7669,131.006,79565634,7.78327,6.50759
"example_0_0_0_735628.041667","example",0,"2015-01-29 01:00:00",735628.041667,"2015-01-28 12:00:00",0,0,1.68983,3.14307,1.74052,1.42828,,0.696876,0.90307,,245.979,245.979,,121.477,,11.7286,,11.7286,4.43946,,,,,,,6.39631,7.81995,132.537,0.137963,289.054,0.000193,20.6224,1.53333,,,6.77321,0,,,,,1.49867,11.723,245.453,,19.3563,89.8038,0,,0,,6.93763,132.362,7.03375,132.48,7.10048,132.399,79565635,7.59203,6.3124
"example_0_0_0_735628.083333","example",0,"2015-01-29 02:00:00",735628.083333,"2015-01-28 12:00:00",0,0,1.67247,3.1108,1.72265,1.41082,,0.691862,0.898197,,245.952,245.952,,121.478,,11.6875,,11.6875,4.39181,,,,,,,6.4939,7.94401,134.565,0.203317,282.4,-0.023295,20.7109,2.02611,,,7.03961,0,,,,,1.48317,11.6814,245.4,,19.4507,88.5694,0,,0,,7.01419,134.386,7.09099,134.295,7.14493,134.137,79565636,7.57302,6.30514
"example_0_0_0_735628.125000","example",0,"2015-01-29 03:00:00",735628.125,"2015-01-28 12:00:00",0,0,1.65299,3.07457,1.70258,1.39388,,0.683521,0.888531,,245.898,245.898,,121.374,,11.6561,,11.6561,4.37034,,,,,,,5.33734,6.48289,144.713,0.271282,276.099,-0.017503,20.8054,2.49874,,,7.47327,0,,,,,1.46844,11.65,245.338,,19.7142,86.6564,0,,0,,5.72914,144.86,5.74162,144.218,5.77357,144.026,79565637,7.57681,6.32344
"example_0_0_0_735628.166667","example",0,"2015-01-29 04:00:00",735628.166667,"2015-01-28 12:00:00",0,0,1.62797,3.02802,1.67681,1.37519,,0.663599,0.871282,,245.857,245.857,,120.581,,11.6168,,11.6168,4.35251,,,,,,,4.34179,5.24125,159.307,0.32508,270.775,-0.022154,20.8814,2.82714,,,7.39785,0,,,,,1.45066,11.61,245.273,,19.7949,86.981,0,,0,,4.64298,159.474,4.60727,159.21,4.60681,159.263,79565638,7.63122,6.39298
"example_0_0_0_735628.208333","example",0,"2015-01-29 05:00:00",735628.208333,"2015-01-28 12:00:00",0,0,1.60026,2.97649,1.64827,1.35635,,0,0.849204,,245.818,245.818,,,,11.5724,,11.5724,,,,,,,,4.97014,6.02319,158.296,0.35355,264.367,0.005637,20.9023,2.92989,,,7.20818,0,,,,,1.43261,11.565,245.208,,19.8371,87.8121,0,,0,,5.35253,158.056,5.38236,157.908,5.38671,157.724,79565639,7.7323,6.52596
"example_0_0_0_735628.250000","example",0,"2015-01-29 06:00:00",735628.25,"2015-01-28 12:00:00",0,0,1.57198,2.92388,1.61914,1.33759,,0,0.82581,,245.774,245.774,,,,11.5265,,11.5265,,,,,,,,5.15098,6.24933,153.411,0.330654,256.269,0.01175,20.8688,2.92593,,,7.14372,0,,,,,1.41415,11.5185,245.139,,19.9489,88.0996,0,,0,,5.60064,153.145,5.64666,152.905,5.68067,152.584,79565640,7.8221,6.64487
"example_0_0_0_735628.291667","example",0,"2015-01-29 07:00:00",735628.291667,"2015-01-28 12:00:00",0,0,1.54954,2.88214,1.59602,1.31824,,0,0.814437,,245.738,245.738,,,,11.4738,,11.4738,,,,,,,,5.45684,6.63293,145.71,0.283645,243.127,-0.014088,20.812,2.76192,,,6.92486,0,,,,,1.39587,11.4645,245.066,,20.0128,89.0953,0,,0,,5.95129,145.722,6.02834,145.332,6.07648,145.297,79565641,7.83425,6.67916
"example_0_0_0_735628.333333","example",0,"2015-01-29 08:00:00",735628.333333,"2015-01-28 12:00:00",0,0,1.5304,2.84655,1.57632,1.29899,,0.586343,0.809168,,245.695,245.695,,117.924,,11.4141,,11.4141,4.31417,,,,,,,5.86014,7.14088,142.523,0.233685,224.906,0.009536,20.7624,2.39957,,,7.10621,0,,,,,1.37788,11.4034,244.989,,20.0756,88.268,0,,0,,6.49685,142.382,6.63202,142.207,6.70368,142.126,79565642,7.76034,6.59317
"example_0_0_0_735628.375000","example",0,"2015-01-29 09:00:00",735628.375,"2015-01-28 12:00:00",0,0,1.51577,2.81933,1.56124,1.27973,,0.593222,0.812309,,245.643,245.643,,117.556,,11.352,,11.352,4.30823,,,,,,,7.05878,8.66494,145.131,0.211102,200.754,0.027758,20.7408,1.92714,,,7.27385,0,,,,,1.3599,11.34,244.906,,20.0991,87.5219,0,,0,,7.8693,145.103,8.05991,144.812,8.19119,144.692,79565643,7.61103,6.40941
"example_0_0_0_735628.416667","example",0,"2015-01-29 10:00:00",735628.416667,"2015-01-28 12:00:00",0,0,1.51909,2.82551,1.56466,1.2596,,0.640317,0.849149,,245.598,245.598,,120.457,,11.2677,,11.2677,4.32544,,,,,,,7.62475,9.39206,146.685,0.193906,184.01,0.019864,20.7331,1.45166,,,6.97533,0,,,,,1.34249,11.2412,243.884,,19.95,88.8629,12.9623,,0,,8.45858,146.432,8.61267,146.198,8.73506,146.054,79565644,7.29218,6.09188
"example_0_0_0_735628.458333","example",0,"2015-01-29 11:00:00",735628.458333,"2015-01-28 12:00:00",0,0,1.52715,2.84049,1.57296,1.23986,,0.695281,0.891583,,244.153,244.153,,122.96,,11.1284,,11.1284,4.33103,,,,,,,8.16568,10.0915,145.519,0.175817,176.509,-0.010041,20.7185,1.07907,,,6.46536,0,,,,,1.32437,11.1059,243.803,,19.8264,91.2923,0,,0,,9.02099,145.015,9.14982,144.442,9.24232,143.94,79565645,6.99451,5.83391
"example_0_0_0_735628.500000","example",0,"2015-01-29 12:00:00",735628.5,"2015-01-28 12:00:00",0,0,1.52726,2.84071,1.57308,1.2221,,0.732376,0.915972,,244.048,244.048,,124.609,,11.048,,11.048,4.35429,,,,,,,8.0281,9.91319,136.085,0.141455,177.084,-0.00666,20.7073,0.939595,,,6.20551,0,,,,,1.2995,11.029,243.696,,19.8617,92.605,89.498,,0,10526.9,8.83471,135.561,8.95556,135.054,9.05821,134.619,79565646,6.81804,5.69384
"example_0_0_0_735628.541667","example",0,"2015-01-29 13:00:00",735628.541667,"2015-01-28 12:00:00",0,0,1.51256,2.81335,1.55793,1.20271,,0.736291,0.917235,,243.94,243.94,,126.905,,10.9708,,10.9708,4.42562,,,,,,,8.56502,10.6107,133.455,0.122668,191.981,0.002538,20.6927,1.21325,,,5.98342,0,,,,,1.28033,10.9535,243.573,,19.5627,93.7713,91.2935,,0,9021.12,9.39647,133.163,9.53101,132.618,9.61584,132.235,79565647,6.80578,5.69473
"example_0_0_0_735628.583333","example",0,"2015-01-29 14:00:00",735628.583333,"2015-01-28 12:00:00",0,0,1.49924,2.78858,1.54421,1.18353,,0.741923,0.920308,,243.842,243.842,,129.443,,10.8994,,10.8994,4.48143,,,,,,,8.22761,10.1719,133.852,0.134164,201.013,-0.037367,20.6768,1.66138,,,5.3245,0,,,,,1.26111,10.8834,243.461,,18.8142,97.5048,87.0378,,0,1169.99,8.932,133.654,9.04995,133.399,9.14028,133.24,79565648,6.76723,5.66905
"example_0_0_0_735628.625000","example",0,"2015-01-29 15:00:00",735628.625,"2015-01-28 12:00:00",0,0,1.48184,2.75623,1.5263,1.16494,,0.740318,0.915843,,243.739,243.739,,131.855,,10.8401,,10.8401,4.53227,,,,,,,8.05396,9.94668,130.207,0.165951,196.594,-0.004697,20.6626,2.1708,,,5.85381,0,,,,,1.24126,10.8255,243.342,,19.1602,94.4721,29.3599,,0,,8.80104,130.055,8.95973,129.941,9.06751,129.918,79565649,6.80149,5.73193
"example_0_0_0_735628.666667","example",0,"2015-01-29 16:00:00",735628.666667,"2015-01-28 12:00:00",0,0,1.45602,2.70819,1.4997,1.14635,,0,0.897708,,243.657,243.657,,,,10.7931,,10.7931,,,,,,,,8.51652,10.5475,125.443,0.203866,186.915,0.008161,20.6407,2.60977,,,6.26513,0,,,,,1.23065,10.7775,243.23,,19.3275,92.299,100,,0,8212.68,9.36117,125.137,9.55372,124.902,9.66726,124.779,79565650,6.91421,5.86706
"example_0_0_0_735628.708333","example",0,"2015-01-29 17:00:00",735628.708333,"2015-01-28 12:00:00",0,0,1.43192,2.66336,1.47487,1.12803,,0,0.882006,,243.572,243.572,,,,10.7469,,10.7469,,,,,,,,8.4214,10.4237,122.225,0.220553,178.849,-0.011289,20.6071,2.86835,,,6.16072,0,,,,,1.21176,10.7311,243.106,,19.3008,92.8369,100,,0,2728.91,9.24766,122.025,9.40338,121.858,9.51339,121.739,79565651,6.99165,5.97421
"example_0_0_0_735628.750000","example",0,"2015-01-29 18:00:00",735628.75,"2015-01-28 12:00:00",0,0,1.4099,2.62241,1.45219,1.11,,0,0.869315,,243.454,243.454,,,,10.7036,,10.7036,,,,,,,,8.02812,9.91321,120.208,0.232224,169.81,-0.011748,20.5949,2.91056,,,5.87727,0,,,,,1.19262,10.6878,242.956,,19.0881,94.3441,100,,0,225.267,8.75322,119.927,8.89505,119.736,8.99441,119.545,79565652,7.02891,6.02824
"example_0_0_0_735628.791667","example",0,"2015-01-29 19:00:00",735628.791667,"2015-01-28 12:00:00",0,0,1.38769,2.5811,1.42932,1.09268,,0.146565,0.855413,,243.396,243.396,,98.4931,,10.669,,10.669,2.92128,,,,,,,7.57982,9.33416,121.095,0.219127,164.852,-0.000772,20.5807,2.8803,,,5.71196,0,,,,,1.175,10.6518,242.828,,18.9766,95.2571,100,,0,189.529,8.25276,121.055,8.39405,120.71,8.48056,120.435,79565653,7.0686,6.09135
"example_0_0_0_735628.833333","example",0,"2015-01-29 20:00:00",735628.833333,"2015-01-28 12:00:00",0,0,1.36759,2.54372,1.40862,1.07634,,0,0.843684,,243.353,243.353,,,,10.6327,,10.6327,,,,,,,,7.07795,8.6895,126.022,0.197003,159.944,-0.017862,20.5761,2.6525,,,5.74303,0,,,,,1.15775,10.6142,242.705,,18.9646,95.0834,100,,0,202.262,7.63642,125.62,7.76984,125.259,7.83618,125.032,79565654,7.07684,6.11606
"example_0_0_0_735628.875000","example",0,"2015-01-29 21:00:00",735628.875,"2015-01-28 12:00:00",0,0,1.34944,2.50996,1.38992,1.0614,,0,0.83332,,243.323,243.323,,,,10.6004,,10.6004,,,,,,,,7.76154,9.56852,128.401,0.187046,151.478,0.01358,20.6053,2.25815,,,5.98754,0,,,,,1.10577,10.5814,242.597,,19.1332,93.7492,100,,0,4320.15,8.41647,127.949,8.51062,127.445,8.56368,127.242,79565655,7.05972,6.1025
"example_0_0_0_735628.916667","example",0,"2015-01-29 22:00:00",735628.916667,"2015-01-28 12:00:00",0,0,1.33321,2.47977,1.37321,1.04725,,0,0.825056,,243.364,243.364,,,,10.5742,,10.5742,,,,,,,,7.55244,9.29889,126.345,0.194016,142.549,-0.014429,20.6712,1.79099,,,6.0794,0,,,,,1.08143,10.5529,242.494,,19.1572,93.262,87.0378,,0,7334.26,8.17856,126.033,8.23047,125.637,8.26099,125.547,79565656,7.03294,6.07221
"example_0_0_0_735628.958333","example",0,"2015-01-29 23:00:00",735628.958333,"2015-01-28 12:00:00",0,0,1.31795,2.45139,1.35749,1.03487,,0,0.816116,,243.479,243.479,,,,10.5447,,10.5447,,,,,,,,7.7082,9.49967,129.778,0.195712,136.106,-0.051232,20.7506,1.35741,,,6.03076,0,,,,,1.05327,10.5206,242.359,,19.2503,93.5191,100,,0,9631.37,8.3435,129.616,8.39467,129.324,8.42535,129.145,79565657,7.01545,6.04391
"example_0_0_0_735629.000000","example",0,"2015-01-30 00:00:00",735629,"2015-01-28 12:00:00",0,0,1.30376,2.42499,1.34287,1.02434,,0,0.806542,,243.583,243.583,,,,10.5183,,10.5183,,,,,,,,7.40335,9.10704,127.515,0.185691,131.906,0.016417,20.8305,1.05902,,,6.1317,0,,,,,1.03188,10.4933,242.265,,19.1985,92.9879,100,,0,6202.61,8.03156,127.35,8.0528,127.259,8.06134,127.054,79672350,7.00263,6.01502
"example_0_0_0_735629.041667","example",0,"2015-01-30 01:00:00",735629.041667,"2015-01-28 12:00:00",0,0,1.29495,2.4086,1.3338,1.01446,,0.300331,0.804831,,243.832,243.832,,106.598,,10.4998,,10.4998,4.35778,,,,,,,7.49339,9.22286,127.178,0.157755,131.883,-0.011946,20.9177,1.10753,,,6.26139,0,,,,,1.02641,10.4697,242.158,,19.2827,92.3182,100,,0,5857.77,8.11457,127.168,8.1518,127.041,8.17149,126.855,79672351,6.9371,5.9141
"example_0_0_0_735629.083333","example",0,"2015-01-30 02:00:00",735629.083333,"2015-01-28 12:00:00",0,0,1.28314,2.38665,1.32164,1.00695,,0,0.795306,,244.205,244.205,,,,10.4783,,10.4783,,,,,,,,7.05484,8.6599,128.732,0.122376,138.08,-0.023584,20.9842,1.45973,,,6.41806,0,,,,,1.01263,10.4443,242.264,,19.3388,91.5273,91.2935,,0,7872.03,7.59301,128.823,7.62432,128.748,7.64736,128.604,79672352,6.97266,5.95352
"example_0_0_0_735629.125000","example",0,"2015-01-30 03:00:00",735629.125,"2015-01-28 12:00:00",0,0,1.27281,2.36742,1.31099,1.00171,,0.063734,0.785254,,244.602,244.602,,174.771,,10.4569,,10.4569,,,,,,,,7.20679,8.85463,131.173,0.081257,151.739,-0.019496,20.9919,1.93867,,,6.72619,0,,,,,0.99802,10.4273,242.032,,19.4494,90.0267,100,,0,6932.39,7.81522,131.2,7.83591,131.325,7.86374,131.298,79672353,7.00716,5.9833
"example_0_0_0_735629.166667","example",0,"2015-01-30 04:00:00",735629.166667,"2015-01-28 12:00:00",0,0,1.26959,2.36144,1.30768,0.998161,,0.50769,0.784566,,245.202,245.202,,146.021,,10.4499,,10.4499,4.37883,,,,,,,7.63664,9.40739,129.713,0.064219,179.87,0.05001,20.9672,2.41719,,,7.00985,0,,,,,0.98858,10.4218,242.301,,19.6201,88.7049,100,,0,6100.06,8.35439,129.603,8.41121,129.532,8.45088,129.579,79672354,6.95585,5.89098
"example_0_0_0_735629.208333","example",0,"2015-01-30 05:00:00",735629.208333,"2015-01-28 12:00:00",0,0,1.2643,2.35161,1.30223,0.997491,,0.490395,0.776839,,245.968,245.968,,145.897,,10.4388,,10.4388,4.32339,,,,,,,7.53735,9.27946,124.951,0.074282,199.582,-0.00406,20.9349,2.76903,,,6.99444,0,,,,,0.934275,10.4003,241.996,,19.7134,88.7753,100,,0,5423.44,8.23005,125.122,8.33322,125.028,8.41455,125.006,79672355,7.00144,5.92185
"example_0_0_0_735629.250000","example",0,"2015-01-30 06:00:00",735629.25,"2015-01-28 12:00:00",0,0,1.26149,2.34637,1.29933,0.999108,,0.394785,0.770152,,246.748,246.748,,129.14,,10.4221,,10.4221,4.14055,,,,,,,7.65768,9.43452,130.216,0.093595,202.036,-0.020963,20.9089,2.90671,,,6.72688,0,,,,,0.920376,10.3848,242.014,,19.7295,90.0235,100,,0,5745.79,8.42111,130.319,8.5409,130.271,8.62731,130.271,79672356,6.99921,5.88268
"example_0_0_0_735629.291667","example",0,"2015-01-30 07:00:00",735629.291667,"2015-01-28 12:00:00",0,0,1.26389,2.35084,1.30181,1.00225,,0.399365,0.770016,,247.749,247.749,,124.776,,10.4293,,10.4293,4.06121,,,,,,,6.82493,8.36591,130.886,0.10005,193.916,0.016317,20.8896,2.90718,,,6.62904,0,,,,,0.919109,10.4132,242.675,,19.8413,90.4923,100,,0,7180.72,7.53728,130.774,7.69283,130.589,7.8078,130.598,79672357,6.96341,5.80368
"example_0_0_0_735629.333333","example",0,"2015-01-30 08:00:00",735629.333333,"2015-01-28 12:00:00",0,0,1.26252,2.34828,1.30039,1.00762,,0.467902,0.760696,,248.878,248.878,,139.97,,10.4304,,10.4304,4.04736,,,,,,,6.74111,8.25892,133.716,0.08817,183.778,0.023568,20.8797,2.7831,,,6.45819,0,,,,,0.911203,10.4182,242.161,,19.9544,91.3278,100,,0.004666,7133.38,7.43397,133.414,7.57496,133.173,7.67202,132.925,79672358,7.0448,5.86961
"example_0_0_0_735629.375000","example",0,"2015-01-30 09:00:00",735629.375,"2015-01-28 12:00:00",0,0,1.26524,2.35335,1.3032,1.015,,0.468575,0.755392,,253.222,253.222,,139.138,,14.7116,,14.7116,3.98324,,,,,,,7.88308,9.72553,131.62,0.067414,177.944,-0.000972,20.8652,2.45221,,,6.43083,0,,,,,0.787176,10.168,242.279,,19.9932,91.4637,100,,0,5694.85,8.80208,131.337,9.06169,130.978,9.18893,130.69,79672359,7.02341,5.8011
"example_0_0_0_735629.416667","example",0,"2015-01-30 10:00:00",735629.416667,"2015-01-28 12:00:00",0,0,1.27667,2.37461,1.31497,1.02157,,0.49519,0.765691,,253.492,253.492,,138.552,,14.6091,,14.6091,3.9282,,,,,,,8.46239,10.477,124.845,0.065708,183.999,0.026792,20.8547,1.9923,,,6.66973,0,,,,,0.772735,10.1648,242.362,,20.3307,90.2965,100,,0,5969.44,9.76118,124.066,10.3324,123.281,10.7063,122.893,79672360,6.87614,5.62203
"example_0_0_0_735629.458333","example",0,"2015-01-30 11:00:00",735629.458333,"2015-01-28 12:00:00",0,0,1.28998,2.39936,1.32868,1.02882,,0.526066,0.778182,,253.696,253.696,,137.769,,14.4828,,14.4828,3.85289,,,,,,,9.76034,12.179,124.241,0.079315,187.718,0.000092,20.8443,1.50625,,,6.96035,0,,,,,0.828227,10.3978,242.472,,20.3972,88.9317,100,,0,5362.82,11.1999,123.617,11.7754,122.792,12.1504,122.319,79672361,6.73755,5.47456
"example_0_0_0_735629.500000","example",0,"2015-01-30 12:00:00",735629.5,"2015-01-28 12:00:00",0,0,1.28714,2.39407,1.32575,1.03691,,0.516314,0.762585,,245.729,245.729,,137.21,,14.2268,,14.2268,3.80196,,,,,,,8.95359,11.1181,119.422,0.083619,193.971,0.007393,20.8311,1.10508,,,6.66655,0,,,,,0.818856,10.4233,242.608,,20.1026,90.3118,100,,0.003134,4920.48,10.0879,119.166,10.4421,118.644,10.6657,118.475,79672362,6.87817,5.59334
"example_0_0_0_735629.541667","example",0,"2015-01-30 13:00:00",735629.541667,"2015-01-28 12:00:00",0,0,1.27598,2.37332,1.31426,1.04093,,0.490603,0.737961,,245.588,245.588,,137.253,,13.8901,,13.8901,3.78204,,,,,,,8.81929,10.9425,113.426,0.092544,207.834,-0.001571,20.8178,0.905326,,,6.5669,0,,,,,0.808152,10.53,241.754,,19.9623,90.7937,100,,0.765733,2485.41,9.83803,113.106,10.0468,113.076,10.2119,112.919,79672363,7.09745,5.79046
"example_0_0_0_735629.583333","example",0,"2015-01-30 14:00:00",735629.583333,"2015-01-28 12:00:00",0,0,1.26727,2.35712,1.30529,1.04473,,0.469598,0.717298,,245.477,245.477,,137.661,,13.7038,,13.7038,3.78536,,,,,,,8.18019,10.1103,122.099,0.112938,215.573,-0.015409,20.8031,1.16552,,,6.55729,0,,,,,0.806597,10.5183,242.638,,19.8519,90.8405,100,,0.678222,2790.09,9.03327,121.674,9.2081,121.397,9.33847,121.11,79672364,7.26902,5.94539
"example_0_0_0_735629.625000","example",0,"2015-01-30 15:00:00",735629.625,"2015-01-28 12:00:00",0,0,1.25943,2.34253,1.29721,1.04956,,0,0.69611,,245.24,245.24,,,,13.6236,,13.6236,,,,,,,,7.7102,9.50226,126.705,0.138938,215.926,0.004303,20.7915,1.61738,,,6.31781,0,,,,,0.794173,10.6129,242.668,,19.6203,92.0311,100,,0.317689,2846.62,8.53659,126.833,8.67058,126.325,8.77177,126.045,79672365,7.45085,6.12317
"example_0_0_0_735629.666667","example",0,"2015-01-30 16:00:00",735629.666667,"2015-01-28 12:00:00",0,0,1.24636,2.31823,1.28375,1.04792,,0,0.67475,,245.114,245.114,,,,13.5402,,13.5402,,,,,,,,10.4121,13.0432,141.847,0.161937,209.311,0.002999,20.7745,2.14494,,,6.09744,0,,,,,0.783905,10.7023,242.536,,19.4172,93.1672,100,,0,2752.6,11.5001,141.704,11.6222,141.386,11.7369,141.274,79672366,7.62655,6.32241
"example_0_0_0_735629.708333","example",0,"2015-01-30 17:00:00",735629.708333,"2015-01-28 12:00:00",0,0,1.2332,2.29376,1.2702,1.0455,,0.041889,0.653999,,245.107,245.107,,47.0073,,13.466,,13.466,1.59172,,,,,,,9.8724,12.3271,136.531,0.173676,198.843,-0.010768,20.7567,2.61162,,,6.10656,0,,,,,0.984562,13.4615,243.147,,19.3183,93.1194,100,,0,3413.26,10.8815,136.333,11.0977,136.232,11.2374,136.193,79672367,7.80149,6.5416
"example_0_0_0_735629.750000","example",0,"2015-01-30 18:00:00",735629.75,"2015-01-28 12:00:00",0,0,1.22732,2.28281,1.26414,1.04339,,0.335818,0.646258,,245.148,245.148,,6.83454,,13.4057,,13.4057,4.64539,,,,,,,9.45551,11.777,126.015,0.181768,188.699,-0.007216,20.7417,2.90199,,,6.22146,0,,,,,0.973352,13.4077,243.148,,19.5372,92.5229,100,,0,2631.12,10.468,125.956,10.6766,125.815,10.8198,125.803,79672368,7.8554,6.61274
"example_0_0_0_735629.791667","example",0,"2015-01-30 19:00:00",735629.791667,"2015-01-28 12:00:00",0,0,1.22578,2.27996,1.26256,1.03465,,0.362072,0.657293,,245.417,245.417,,5.73746,,13.3191,,13.3191,4.53662,,,,,,,8.17702,10.1062,126.092,0.177122,180.141,-0.008582,20.7284,2.96351,,,6.00774,0,,,,,0.956785,13.3313,243.117,,19.6185,93.6415,100,,0.192341,2315.86,9.00121,125.652,9.17155,125.283,9.27138,125.085,79672369,7.66995,6.40808
"example_0_0_0_735629.833333","example",0,"2015-01-30 20:00:00",735629.833333,"2015-01-28 12:00:00",0,0,1.22788,2.28386,1.26472,1.02571,,0.393549,0.674995,,245.712,245.712,,4.34733,,13.2409,,13.2409,4.41877,,,,,,,7.27583,8.94322,116.406,0.169082,173.996,0.0294,20.7292,2.94496,,,5.89282,0,,,,,0.939895,13.2614,243.084,,19.6769,94.2595,100,,0.210608,2477.79,7.95408,115.693,8.10917,115.146,8.19001,114.913,79672370,7.45657,6.19105
"example_0_0_0_735629.875000","example",0,"2015-01-30 21:00:00",735629.875,"2015-01-28 12:00:00",0,0,1.23125,2.29013,1.26819,1.01841,,0.429567,0.691971,,245.744,245.744,,2.52839,,13.2184,,13.2184,4.28535,,,,,,,6.22447,7.60185,108.863,0.170415,164.434,0.003622,20.7702,2.73345,,,5.94188,0,,,,,0.920581,13.2442,243.057,,19.7592,93.9942,100,,0.076512,2633.44,6.77679,108.071,6.87117,107.388,6.94018,107.01,79672371,7.25581,6.00198
"example_0_0_0_735629.916667","example",0,"2015-01-30 22:00:00",735629.916667,"2015-01-28 12:00:00",0,0,1.23151,2.29062,1.26846,1.00646,,0.454809,0.709695,,246.183,246.183,,0.533852,,13.1368,,13.1368,4.18734,,,,,,,5.8817,7.16811,99.3761,0.179383,150.18,0.018241,20.7898,2.33574,,,6.18396,0,,,,,0.901007,13.1598,243.013,,19.9203,92.7163,100,,0.012778,2580.12,6.4595,98.3124,6.55711,97.7242,6.60442,97.286,79672372,7.08917,5.84524
"example_0_0_0_735629.958333","example",0,"2015-01-30 23:00:00",735629.958333,"2015-01-28 12:00:00",0,0,1.23031,2.28838,1.26722,0.995175,,0.470459,0.723388,,246.689,246.689,,0.327194,,13.0627,,13.0627,4.20164,,,,,,,5.65466,6.88178,88.5923,0.193257,136.881,-0.005431,20.8079,1.84359,,,6.37253,0,,,,,0.879605,13.0997,242.863,,20.074,91.7551,82.2521,,0.00099,2679.81,6.26849,87.4063,6.3698,86.1827,6.44034,85.4046,79672373,7.0391,5.83787
"example_0_0_0_735630.000000","example",0,"2015-01-31 00:00:00",735630,"2015-01-28 12:00:00",0,0,1.2332,2.29376,1.2702,0.985952,,0.496812,0.740736,,246.868,246.868,,359.144,,13.0606,,13.0606,4.31006,,,,,,,5.74297,6.99306,89.7645,0.204836,127.811,0.012266,20.8265,1.36989,,,6.49775,0,,,,,0.859193,13.0902,243.114,,20.0889,91.1324,20.9682,,0.00099,,6.42098,88.4274,6.51838,86.1779,6.62556,84.8863,79780138,6.96019,5.80062
"example_0_0_0_735630.041667","example",0,"2015-01-31 01:00:00",735630.041667,"2015-01-28 12:00:00",0,0,1.24771,2.32073,1.28514,0.974882,,0.538735,0.778702,,247.742,247.742,,359.389,,12.948,,12.948,4.42577,,,,,,,5.82379,7.095,90.7671,0.201724,123.317,0.000801,20.8406,1.02944,,,6.39572,0,,,,,0.838614,12.9878,243.138,,20.1552,91.6389,47.6496,,0.280195,,6.48887,88.1591,6.65214,85.0234,6.76031,83.0955,79780139,6.78293,5.67606
"example_0_0_0_735630.083333","example",0,"2015-01-31 02:00:00",735630.083333,"2015-01-28 12:00:00",0,0,1.27817,2.37739,1.31651,0.965974,,0.606325,0.837025,,248.506,248.506,,0.060755,,12.8803,,12.8803,4.55323,,,,,,,5.35209,6.50141,78.6592,0.184154,123.561,0.010679,20.8422,1.03719,,,6.23147,0,,,,,0.821008,12.9156,242.883,,20.2183,92.4714,65.5558,,0.737958,1205.37,6.02734,75.8702,6.21181,72.7924,6.3606,70.6056,79780140,6.52772,5.48233
"example_0_0_0_735630.125000","example",0,"2015-01-31 03:00:00",735630.125,"2015-01-28 12:00:00",0,0,1.31606,2.44786,1.35554,0.960428,,0.683247,0.899765,,248.661,248.661,,0.266652,,12.947,,12.947,4.72728,,,,,,,4.97671,6.03139,70.2105,0.149897,127.012,0.038665,20.8289,1.39689,,,6.16299,0,,,,,0.797992,12.9897,243.24,,20.2866,92.825,10,,0.076442,,5.6691,65.7178,5.89025,60.6201,6.05854,57.5104,79780141,6.30843,5.3394
"example_0_0_0_735630.166667","example",0,"2015-01-31 04:00:00",735630.166667,"2015-01-28 12:00:00",0,0,1.35912,2.52797,1.3999,0.955374,,0.757753,0.966683,,249.576,249.576,,359.577,,12.8792,,12.8792,4.8413,,,,,,,4.34314,5.24293,47.399,0.123635,133.796,-0.001091,20.8028,1.89744,,,6.10788,0,,,,,0.780274,12.9027,243.254,,20.3665,93.1125,10,,0.004816,,5.17461,40.9832,5.65076,35.1323,5.98129,31.7034,79780142,6.09337,5.19248
"example_0_0_0_735630.208333","example",0,"2015-01-31 05:00:00",735630.208333,"2015-01-28 12:00:00",0,0,1.40326,2.61007,1.44536,0.954618,,0.824103,1.02852,,250.484,250.484,,0.566519,,12.833,,12.833,4.87804,,,,,,,4.45094,5.37666,27.5398,0.116697,143.744,0.031785,20.7818,2.40418,,,6.09682,0,,,,,0.790909,8.66847,314.12,,20.5083,93.1705,0,,0,,5.40251,23.2944,5.98825,19.0939,6.38141,16.8893,79780143,5.93184,5.08364
